Experiment,Tray,F0 food,F1 food,Rep,Clone,E,I?,I.D.,#clutches (up to d37),DOB,DOD,days.alive,Notes,Lifetime # clutches,C1 Date,C1 Full Date,C1 Formatted Date,C1 Days,C1 #,C2,C2 Full Date,C2 day,C2 #,C2 cumulative #,C3,C3 full date,C3 day,C3#,C3 cumulative #,C4,C4 Full Date,C4 day,C4#,C4 cumulative #,C5,C5 day,C5#,C5 cumulative #,C6,C6 day,C6#,C6 cumulative #,C7,C7 day,C7#,C7 cumulative #,C8,C8 day,C8#,C8 cumulative #,C9,C9 day,C9#,C9 cumulative #,C10,C10 day,C10#,C10 cumulative #,C11,C11 day,C11#,C11 cumulative #,C12,C12 day,C12#,C12 cumulative #,C13,C13 day,C13#,C13 cumulative #,C14,C14 day,C14#,C14 cumulative #,C15,C15 day,C15#,C15 cumulative #,C16,C16 day,C16#,C16 cumulative #,C17,C17 day,C17#,C17 cumulative #,C18,C18 day,C18#,C18 cumulative #,C19,C19 day,C19#,C19 cumulative #,C20,C20 day,C20#,C20 cumulative #,C21,C21 day,C21#,C21 cumulative #,C22,C22 day,C22#,C22 cumulative #,C23,C23 day,C23#,C23 cumulative #,C24,C24 day,C24#,C24 cumulative #,C25,C25 day,C25#,C25 cumulative #,Lifetime offpsring #
Fiona,15,L,H,25,32,U,U,249,8,02/20/2014 00:00,04/29/2014 00:00,69,,15,02-Mar,02/03/14,02/03/14,12,13,05-Mar,05/03/14,15,14,27,08-Mar,08/03/14,18,16,43,03/12/14,03/12/14,22,13,56,03/15/2014,25,11,67,03/19/2014,29,9,76,03/23/2014,33,11,87,03/26/2014 00:00,36,13,100,03/30/2014 00:00,40,7,107,04/02/14 00:00,42,11,118,04/06/14 00:00,46,7,125,04/09/14 00:00,49,8,133,04/13/2014 00:00,53,6,139,04/17/2014 00:00,57,6,145,04/21/2014 00:00,61,2,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,,-41090,,147,147
Fiona,12,L,L,23,32,U,U,187,7,02/19/2014 00:00,04/29/2014 00:00,70,,11,28-Feb,28/02/14,28/02/14,9,3,04-Mar,04/03/14,15,4,7,08-Mar,08/03/14,19,3,10,03/13/2014,03/13/2014,24,5,15,03/17/2014,28,2,17,03/20/2014,31,3,20,03/24/2014,35,4,24,03/29/2014 00:00,40,1,25,04/01/14 00:00,42,2,27,04/07/14 00:00,48,3,30,04/09/14 00:00,50,2,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,,-41089,,32,32
Fiona,5,L,L,4,32,U,U,73,7,02/17/2014 00:00,04/29/2014 00:00,72,,11,26-Feb,26/02/14,26/02/14,9,4,02-Mar,02/03/14,15,7,11,08-Mar,08/03/14,21,5,16,03/14/2014,03/14/2014,27,10,26,03/18/2014,31,4,30,03/21/2014,34,4,34,03/26/2014,39,3,37,03/31/2014 00:00,44,4,41,04/07/14 00:00,50,4,45,04/12/14 00:00,55,3,48,04/16/2014 00:00,59,1,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,,-41087,,49,49
Fiona,10,L,L,21,32,U,U,158,7,02/19/2014 00:00,04/29/2014 00:00,70,,12,03-Mar,03/03/14,03/03/14,14,3,06-Mar,06/03/14,17,2,5,11-Mar,11/03/14,22,2,7,03/14/2014,03/14/2014,25,1,8,03/18/2014,29,3,11,03/22/2014,33,3,14,03/26/2014,37,2,16,03/30/2014 00:00,41,3,19,04/03/14 00:00,44,2,21,04/07/14 00:00,48,3,24,04/11/14 00:00,52,3,27,04/25/2014 00:00,66,4,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,31
Fiona,21,L,L,39,32,U,U,319,8,02/25/2014 00:00,04/29/2014 00:00,64,,11,03/06/14,,03/06/14,11,4,03/09/14,03/09/14,14,8,12,03/13/2014,03/13/2014,18,5,17,03/17/2014,03/17/2014,22,2,19,03/21/2014,26,3,22,03/24/2014,29,4,26,03/29/2014,34,3,29,04/01/14 00:00,36,2,31,04/06/14 00:00,41,2,33,04/08/14 00:00,43,4,37,04/26/2014 00:00,61,1,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,,-41095,,38,38
Fiona,17,L,L,33,32,U,U,276,5,02/21/2014 00:00,04/30/2014 00:00,69,,10,03/02/14,,03/02/14,11,10,03/06/14,03/06/14,15,3,13,03/18/2014,03/18/2014,27,1,14,03/22/2014,03/22/2014,31,4,18,03/26/2014,35,2,20,03/31/2014,40,3,23,04/04/14,43,2,25,04/13/2014 00:00,52,2,27,04/15/2014 00:00,54,1,28,04/19/2014 00:00,58,1,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,,-41091,,29,29
Fiona,6,L,H,12,32,U,U,90,8,02/18/2014 00:00,05/01/14 00:00,73,,15,28-Feb,28/02/14,28/02/14,10,19,04-Mar,04/03/14,16,7,26,07-Mar,07/03/14,19,9,35,03/11/14,03/11/14,23,7,42,03/14/2014,26,11,53,03/18/2014,30,9,62,03/22/2014,34,10,72,03/25/2014 00:00,37,12,84,03/29/2014 00:00,41,8,92,04/02/14 00:00,44,14,106,04/05/14 00:00,47,8,114,04/09/14 00:00,51,8,122,04/13/2014 00:00,55,5,127,04/17/2014 00:00,59,6,133,04/20/2014 00:00,62,4,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,,-41088,,137,137
Fiona,17,L,H,32,32,U,U,272,9,02/21/2014 00:00,05/01/14 00:00,70,,16,03/02/14,,03/02/14,11,15,03/05/14,03/05/14,14,18,33,03/08/14,03/08/14,17,12,45,03/12/14,03/12/14,21,10,55,03/15/2014,24,11,66,03/19/2014,28,10,76,03/22/2014,31,10,86,03/25/2014 00:00,34,11,97,03/29/2014 00:00,38,12,109,04/02/14 00:00,41,8,117,04/05/14 00:00,44,8,125,04/09/14 00:00,48,7,132,04/14/2014 00:00,53,4,136,04/17/2014 00:00,56,9,145,04/21/2014 00:00,60,6,151,04/25/2014 00:00,64,4,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,,-41091,,155,155
Fiona,1,L,L,1,32,U,U,6,7,02/16/2014 00:00,05/02/14 00:00,76,,13,26-Feb,26/02/14,26/02/14,10,4,02-Mar,02/03/14,16,3,7,06-Mar,06/03/14,20,4,11,,10/03/14,24,2,13,03/14/2014,28,2,15,03/18/2014,32,2,17,03/22/2014,36,3,20,03/26/2014 00:00,40,2,22,03/30/2014 00:00,44,2,24,04/03/14 00:00,47,2,26,04/11/14 00:00,55,2,28,04/17/2014 00:00,61,2,30,04/21/2014 00:00,65,4,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,,-41086,,34,34
Fiona,4,H,L,4,32,U,U,55,7,02/17/2014 00:00,05/02/14 00:00,75,,12,27-Feb,27/02/14,27/02/14,10,6,03-Mar,03/03/14,16,5,11,07-Mar,07/03/14,20,1,12,03/11/14,03/11/14,24,2,14,03/15/2014,28,3,17,03/19/2014,32,4,21,03/25/2014,38,2,23,03/31/2014 00:00,44,1,24,04/07/14 00:00,50,3,27,04/11/14 00:00,54,2,29,04/21/2014 00:00,64,3,32,04/29/2014 00:00,72,1,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,,-41087,,33,33
Fiona,14,L,H,30,32,U,U,237,8,02/20/2014 00:00,05/02/14 00:00,72,,14,01-Mar,01/03/14,01/03/14,11,14,05-Mar,05/03/14,15,15,29,08-Mar,08/03/14,18,11,40,03/12/14,03/12/14,22,12,52,03/15/2014,25,9,61,03/19/2014,29,6,67,03/23/2014,33,10,77,03/26/2014 00:00,36,9,86,03/30/2014 00:00,40,7,93,04/03/14 00:00,43,7,100,04/06/14 00:00,46,9,109,04/10/14 00:00,50,7,116,04/14/2014 00:00,54,5,121,04/18/2014 00:00,58,4,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,,-41090,,125,125
Fiona,14,L,L,30,32,U,U,236,7,02/20/2014 00:00,05/02/14 00:00,72,,12,04-Mar,04/03/14,04/03/14,14,3,12-Mar,12/03/14,22,5,8,15-Mar,15/03/14,25,1,9,03/17/2014,03/17/2014,27,3,12,03/20/2014,30,4,16,03/25/2014,35,4,20,03/28/2014,38,4,24,04/02/14 00:00,42,1,25,04/05/14 00:00,45,3,28,04/09/14 00:00,49,6,34,04/14/2014 00:00,54,3,37,04/16/2014 00:00,56,4,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,,-41090,,41,41
Fiona,1,H,H,2,32,U,U,12,8,02/16/2014 00:00,05/03/14 00:00,77,,16,25-Feb,25/02/14,25/02/14,9,7,01-Mar,01/03/14,15,13,20,04-Mar,04/03/14,18,9,29,,08/03/14,22,9,38,03/12/14,26,14,52,03/15/2014,29,9,61,03/19/2014,33,3,64,03/23/2014 00:00,37,8,72,03/26/2014 00:00,40,10,82,03/30/2014 00:00,44,8,90,04/02/14 00:00,46,7,97,04/06/14 00:00,50,8,105,04/10/14 00:00,54,8,113,04/14/2014 00:00,58,6,119,04/17/2014 00:00,61,7,126,04/21/2014 00:00,65,4,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,130
Fiona,2,H,H,10,32,U,U,14,8,02/17/2014 00:00,05/03/14 00:00,76,,15,27-Feb,27/02/14,27/02/14,10,21,02-Mar,02/03/14,15,16,37,06-Mar,06/03/14,19,11,48,03/09/14,03/09/14,22,12,60,03/13/2014,26,15,75,03/17/2014,30,10,85,03/20/2014,33,13,98,03/24/2014 00:00,37,13,111,03/28/2014 00:00,41,10,121,03/31/2014 00:00,44,11,132,04/04/14 00:00,47,8,140,04/07/14 00:00,50,8,148,04/11/14 00:00,54,6,154,04/15/2014 00:00,58,6,160,04/19/2014 00:00,62,6,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,,-41087,,166,166
Fiona,5,L,L,5,32,U,U,78,8,02/17/2014 00:00,05/03/14 00:00,76,,13,26-Feb,26/02/14,26/02/14,9,4,02-Mar,02/03/14,15,8,12,06-Mar,06/03/14,19,3,15,03/10/14,03/10/14,23,4,19,03/14/2014,27,3,22,03/18/2014,31,3,25,03/22/2014,35,5,30,03/26/2014 00:00,39,2,32,04/03/14 00:00,46,3,35,04/11/14 00:00,54,4,39,04/15/2014 00:00,58,2,41,04/19/2014 00:00,62,2,43,04/23/2014 00:00,66,2,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,,-41087,,45,45
Fiona,12,L,H,23,32,U,U,188,9,02/19/2014 00:00,05/03/14 00:00,74,,16,28-Feb,28/02/14,28/02/14,9,11,03-Mar,03/03/14,14,12,23,06-Mar,06/03/14,17,10,33,03/10/14,03/10/14,21,14,47,03/14/2014,25,10,57,03/17/2014,28,7,64,03/21/2014,32,10,74,03/25/2014 00:00,36,22,96,03/28/2014 00:00,39,13,109,04/01/14 00:00,42,9,118,04/05/14 00:00,46,7,125,04/08/14 00:00,49,11,136,04/12/14 00:00,53,8,144,04/16/2014 00:00,57,8,152,04/20/2014 00:00,61,7,159,04/23/2014 00:00,64,4,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,,-41089,,163,163
Fiona,15,L,H,26,32,U,U,253,8,02/20/2014 00:00,05/03/14 00:00,73,,15,01-Mar,01/03/14,01/03/14,11,12,04-Mar,04/03/14,14,16,28,07-Mar,07/03/14,17,14,42,03/11/14,03/11/14,21,11,53,03/15/2014,25,10,63,03/19/2014,29,6,69,03/22/2014,32,9,78,03/26/2014 00:00,36,10,88,03/30/2014 00:00,40,7,95,04/02/14 00:00,42,7,102,04/06/14 00:00,46,8,110,04/09/14 00:00,49,9,119,04/13/2014 00:00,53,7,126,04/17/2014 00:00,57,7,133,04/21/2014 00:00,61,5,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,138
Fiona,15,L,H,27,32,U,U,256,9,02/20/2014 00:00,05/03/14 00:00,73,,18,28-Feb,28/02/14,28/02/14,8,12,04-Mar,04/03/14,14,14,26,07-Mar,07/03/14,17,14,40,03/11/14,03/11/14,21,10,50,03/15/2014,25,12,62,03/18/2014,28,9,71,03/22/2014,32,11,82,03/25/2014 00:00,35,11,93,03/29/2014 00:00,39,13,106,04/01/14 00:00,41,9,115,04/05/14 00:00,45,7,122,04/08/14 00:00,48,11,133,04/12/14 00:00,52,6,139,04/16/2014 00:00,56,9,148,04/17/2014 00:00,57,1,149,04/20/2014 00:00,60,5,154,04/23/2014 00:00,63,2,156,04/27/2014 00:00,67,4,160,,-41090,,160,,-41090,,160,,-41090,,160,,-41090,,160,,-41090,,160,,-41090,,160,,-41090,,160,160
Fiona,16,L,H,31,32,U,U,262,9,02/20/2014 00:00,05/03/14 00:00,73,,17,01-Mar,01/03/14,01/03/14,11,15,04-Mar,04/03/14,14,14,29,08-Mar,08/03/14,18,11,40,03/11/14,03/11/14,21,14,54,03/15/2014,25,11,65,03/18/2014,28,6,71,03/22/2014,32,12,83,03/25/2014 00:00,35,9,92,03/29/2014 00:00,39,9,101,04/01/14 00:00,41,9,110,04/05/14 00:00,45,11,121,04/09/14 00:00,49,7,128,04/12/14 00:00,52,6,134,04/16/2014 00:00,56,6,140,04/20/2014 00:00,60,6,146,04/24/2014 00:00,64,8,154,04/27/2014 00:00,67,8,162,,-41090,,162,,-41090,,162,,-41090,,162,,-41090,,162,,-41090,,162,,-41090,,162,,-41090,,162,,-41090,,162,162
Fiona,12,L,H,22,32,U,U,184,8,02/19/2014 00:00,05/03/14 00:00,74,,11,01-Mar,01/03/14,01/03/14,12,13,04-Mar,04/03/14,15,15,28,08-Mar,08/03/14,19,12,40,03/12/14,03/12/14,23,12,52,03/15/2014,26,11,63,03/19/2014,30,13,76,03/23/2014,34,9,85,03/27/2014 00:00,38,9,94,03/31/2014 00:00,42,4,98,04/04/14 00:00,45,3,101,04/08/14 00:00,49,3,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,,-41089,,104,104
Fiona,13,L,H,28,32,U,U,213,8,02/20/2014 00:00,05/03/14 00:00,73,,14,02-Mar,02/03/14,02/03/14,12,15,05-Mar,05/03/14,15,17,32,08-Mar,08/03/14,18,12,44,03/12/14,03/12/14,22,11,55,03/15/2014,25,9,64,03/19/2014,29,10,74,03/23/2014,33,9,83,03/26/2014 00:00,36,12,95,03/30/2014 00:00,40,10,105,04/03/14 00:00,43,5,110,04/06/14 00:00,46,8,118,04/09/14 00:00,49,9,127,04/13/2014 00:00,53,3,130,04/17/2014 00:00,57,8,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,,-41090,,138,138
Fiona,19,H,H,38,32,U,U,303,9,02/22/2014 00:00,05/04/14 00:00,72,,16,03/03/14,,03/03/14,11,13,03/06/14,03/06/14,14,14,27,03/09/14,03/09/14,17,13,40,03/13/2014,03/13/2014,21,12,52,03/16/2014,24,10,62,03/20/2014,28,12,74,03/23/2014,31,12,86,03/27/2014 00:00,35,10,96,03/30/2014 00:00,38,10,106,04/03/14 00:00,41,10,116,04/06/14 00:00,44,9,125,04/10/14 00:00,48,9,134,04/14/2014 00:00,52,10,144,04/17/2014 00:00,55,5,149,04/22/2014 00:00,60,4,153,04/26/2014 00:00,64,3,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,,-41092,,156,156
Fiona,5,L,L,3,32,U,U,69,8,02/17/2014 00:00,05/05/14 00:00,78,,12,26-Feb,26/02/14,26/02/14,9,7,02-Mar,02/03/14,15,8,15,06-Mar,06/03/14,19,4,19,03/10/14,03/10/14,23,4,23,03/13/2014,26,5,28,03/17/2014,30,6,34,03/21/2014,34,5,39,03/25/2014 00:00,38,4,43,03/29/2014 00:00,42,3,46,04/02/14 00:00,45,3,49,04/06/14 00:00,49,3,52,04/11/14 00:00,54,3,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,55
Fiona,8,L,H,6,32,U,U,124,9,02/18/2014 00:00,05/05/14 00:00,77,,16,28-Feb,28/02/14,28/02/14,10,13,03-Mar,03/03/14,15,9,22,07-Mar,07/03/14,19,13,35,03/10/14,03/10/14,22,10,45,03/14/2014,26,8,53,03/17/2014,29,8,61,03/20/2014,32,10,71,03/24/2014 00:00,36,12,83,03/27/2014 00:00,39,7,90,03/31/2014 00:00,43,9,99,04/03/14 00:00,45,8,107,04/07/14 00:00,49,7,114,04/10/14 00:00,52,10,124,04/14/2014 00:00,56,11,135,04/17/2014 00:00,59,17,152,04/21/2014 00:00,63,5,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,,-41088,,157,157
Fiona,12,H,H,24,32,U,U,190,9,02/19/2014 00:00,05/05/14 00:00,76,,11,28-Feb,28/02/14,28/02/14,9,16,04-Mar,04/03/14,15,9,25,07-Mar,07/03/14,18,13,38,03/11/14,03/11/14,22,8,46,03/14/2014,25,10,56,03/18/2014,29,8,64,03/21/2014,32,10,74,03/25/2014 00:00,36,11,85,03/28/2014 00:00,39,8,93,04/01/14 00:00,42,8,101,04/05/14 00:00,46,6,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,,-41089,,107,107
Fiona,4,H,L,6,32,U,U,60,7,02/17/2014 00:00,05/05/14 00:00,78,,12,02-Mar,02/03/14,02/03/14,15,6,07-Mar,07/03/14,20,1,7,09-Mar,09/03/14,22,5,12,03/13/2014,03/13/2014,26,4,16,03/17/2014,30,2,18,03/21/2014,34,5,23,03/24/2014,37,3,26,03/28/2014 00:00,41,2,28,04/05/14 00:00,48,3,31,04/09/14 00:00,52,3,34,04/13/2014 00:00,56,3,37,04/17/2014 00:00,60,4,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,,-41087,,41,41
Fiona,20,L,H,37,32,U,U,308,9,02/23/2014 00:00,05/05/14 00:00,72,,16,03/03/14,,03/03/14,10,21,03/06/14,03/06/14,13,15,36,03/10/14,03/10/14,17,16,52,03/13/2014,03/13/2014,20,10,62,03/17/2014,24,6,68,03/20/2014,27,10,78,03/24/2014,31,21,99,03/28/2014 00:00,35,12,111,03/30/2014 00:00,37,10,121,04/03/14 00:00,40,7,128,04/07/14 00:00,44,8,136,04/10/14 00:00,47,10,146,04/14/2014 00:00,51,9,155,04/18/2014 00:00,55,3,158,04/23/2014 00:00,60,3,161,04/26/2014 00:00,63,1,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,,-41093,,162,162
Fiona,1,H,L,2,32,U,U,11,8,02/16/2014 00:00,05/06/14 00:00,80,,15,26-Feb,26/02/14,26/02/14,10,3,02-Mar,02/03/14,16,1,4,06-Mar,06/03/14,20,2,6,,09/03/14,23,4,10,03/13/2014,27,2,12,03/17/2014,31,3,15,03/21/2014,35,4,19,03/25/2014 00:00,39,4,23,03/29/2014 00:00,43,2,25,04/07/14 00:00,51,2,27,04/10/14 00:00,54,3,30,04/14/2014 00:00,58,3,33,04/18/2014 00:00,62,5,38,04/22/2014 00:00,66,2,40,04/25/2014 00:00,69,3,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,,-41086,,43,43
Fiona,15,L,L,24,32,U,U,245,8,02/20/2014 00:00,05/06/14 00:00,76,,12,02-Mar,02/03/14,02/03/14,12,3,05-Mar,05/03/14,15,4,7,08-Mar,08/03/14,18,4,11,03/12/14,03/12/14,22,7,18,03/16/2014,26,2,20,03/20/2014,30,5,25,03/24/2014,34,3,28,03/29/2014 00:00,39,1,29,04/01/14 00:00,41,3,32,04/07/14 00:00,47,5,37,04/16/2014 00:00,56,4,41,04/21/2014 00:00,61,2,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,,-41090,,43,43
Fiona,13,L,L,28,32,U,U,212,8,02/20/2014 00:00,05/06/14 00:00,76,,13,02-Mar,02/03/14,02/03/14,12,2,06-Mar,06/03/14,16,3,5,09-Mar,09/03/14,19,3,8,03/13/2014,03/13/2014,23,3,11,03/18/2014,28,3,14,03/21/2014,31,5,19,03/24/2014,34,4,23,03/28/2014 00:00,38,3,26,04/01/14 00:00,41,3,29,04/06/14 00:00,46,2,31,04/09/14 00:00,49,7,38,04/15/2014 00:00,55,2,40,04/20/2014 00:00,60,2,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,,-41090,,42,42
Fiona,11,L,L,20,32,U,U,171,5,02/19/2014 00:00,05/06/14 00:00,77,,11,06-Mar,06/03/14,06/03/14,17,4,13-Mar,13/03/14,24,6,10,03/18/2014,03/18/2014,29,1,11,03/22/2014,03/22/2014,33,4,15,03/26/2014,37,2,17,03/30/2014,41,2,19,04/02/14,43,2,21,04/07/14 00:00,48,2,23,04/10/14 00:00,51,4,27,04/15/2014 00:00,56,2,29,04/23/2014 00:00,64,2,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,,-41089,,31,31
Fiona,17,H,L,35,32,U,U,286,7,02/21/2014 00:00,05/07/14 00:00,76,,11,03/02/14,,03/02/14,11,8,03/05/14,03/05/14,14,5,13,03/12/14,03/12/14,21,4,17,03/16/2014,03/16/2014,25,2,19,03/20/2014,29,3,22,03/24/2014,33,4,26,03/28/2014,37,3,29,03/31/2014 00:00,40,3,32,04/04/14 00:00,43,2,34,04/08/14 00:00,47,3,37,04/16/2014 00:00,55,3,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,,-41091,,40,40
Fiona,5,L,H,3,32,U,U,70,8,02/17/2014 00:00,05/08/14 00:00,81,,16,26-Feb,26/02/14,26/02/14,9,19,01-Mar,01/03/14,14,21,40,05-Mar,05/03/14,18,13,53,03/08/14,03/08/14,21,11,64,03/12/14,25,12,76,03/16/2014,29,9,85,03/19/2014,32,9,94,03/23/2014 00:00,36,12,106,03/27/2014 00:00,40,9,115,03/30/2014 00:00,43,13,128,04/03/14 00:00,46,10,138,04/07/14 00:00,50,10,148,04/11/14 00:00,54,8,156,04/15/2014 00:00,58,6,162,04/19/2014 00:00,62,4,166,05/06/14 00:00,79,3,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,,-41087,,169,169
Fiona,10,L,H,19,32,U,U,152,8,02/19/2014 00:00,05/08/14 00:00,79,,14,01-Mar,01/03/14,01/03/14,12,19,04-Mar,04/03/14,15,12,31,08-Mar,08/03/14,19,12,43,03/11/14,03/11/14,22,9,52,03/15/2014,26,8,60,03/19/2014,30,9,69,03/22/2014,33,10,79,03/26/2014 00:00,37,7,86,03/30/2014 00:00,41,6,92,04/02/14 00:00,43,9,101,04/06/14 00:00,47,9,110,04/09/14 00:00,50,8,118,04/17/2014 00:00,58,8,126,04/21/2014 00:00,62,7,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,133
Fiona,19,H,H,36,32,U,U,294,9,02/22/2014 00:00,05/08/14 00:00,76,,13,03/04/14,,03/04/14,12,12,03/07/14,03/07/14,15,12,24,03/10/14,03/10/14,18,10,34,03/14/2014,03/14/2014,22,10,44,03/17/2014,25,11,55,03/21/2014,29,11,66,03/24/2014,32,11,77,03/28/2014 00:00,36,9,86,03/31/2014 00:00,39,12,98,04/04/14 00:00,42,4,102,04/08/14 00:00,46,8,110,04/11/14 00:00,49,6,116,04/26/2014 00:00,64,3,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,,-41092,,119,119
Fiona,15,H,L,28,32,U,U,258,6,02/20/2014 00:00,05/08/14 00:00,78,,10,01-Mar,01/03/14,01/03/14,11,3,06-Mar,06/03/14,16,3,6,08-Mar,08/03/14,18,4,10,03/16/2014,03/16/2014,26,4,14,03/24/2014,34,3,17,03/29/2014,39,2,19,04/01/14,41,3,22,04/05/14 00:00,45,2,24,04/09/14 00:00,49,4,28,04/14/2014 00:00,54,3,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,31
